Informations,Time,CO2 PS,MeOH,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Power_to_the_grid,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Electricity consumption
 ,7046,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,3703.954487658153,-0.0,264803.4670886757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,94682.68141188947,0.0,0.0,108792.61424647976,0.0,330879.99940771586,250693.53425408545
 ,7047,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,3984.560028253526,-0.0,225251.76526486623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,101499.62632255587,0.0,0.0,77616.65528158158,0.0,408496.65468929743,249134.73630584052
 ,7048,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,4265.165568848899,-0.0,142771.99682740984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,115914.08235503368,0.0,0.0,12792.548229221027,0.0,421289.20291851845,245893.5309532225
 ,7049,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,4545.771109444272,-0.0,37140.01268821135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,128637.31159669731,0.0,0.0,0.0,83659.55711247663,337629.64580604184,249436.8813973853
 ,7050,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,4826.376650039645,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,156191.2988501161,0.0,0.0,0.0,93750.11020173196,243879.53560430987,249941.40905184805
 ,7051,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,5106.982190635018,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,192097.34456278646,0.0,0.0,0.0,55954.27260944735,187925.2629948625,248051.61717223382
 ,7052,31766.93453357302,21758.174338063713,49720.468769140825,4325.680782915251,4325.680782915251,0.0,45741.478870859035,34345.905416347094,0.0,0.0,5106.982190635018,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,209139.70683945244,0.0,0.0,0.0,23252.512181017697,164672.75081384482,232392.21902047013
 ,7053,31766.93453357302,21758.174338063713,48628.85196381726,4230.710120852101,4325.680782915251,0.0,45062.058754459256,33591.838359565685,0.0,94.97066206315048,5012.0115285718675,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,226572.352221691,0.0,0.0,0.0,0.0,164672.75081384482,226572.35222169093
 ,7054,31766.93453357302,21758.174338063713,51258.36137762471,4459.477439853349,4325.680782915251,0.0,46698.66015459419,35408.250872435594,133.79665693809784,0.0,5145.808185509965,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,237916.58115699844,0.0,0.0,0.0,0.0,164672.75081384482,237916.58115699844
 ,7055,31766.93453357302,21758.174338063713,52137.993964957386,4536.005474951292,4325.680782915251,0.0,47246.14171768487,36015.88347111326,210.3246920360407,0.0,5356.132877546006,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,241741.35559160897,0.0,0.0,-6.149916554845515e-11,0.0,164672.75081384482,241741.35559160903
 ,7056,31766.93453357302,21758.174338063713,52544.89883528813,4571.406198670067,4325.680782915251,0.0,47499.398495168985,36296.96521744034,245.7254157548159,0.0,5601.858293300822,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,243510.63900353762,0.0,0.0,-3.573014899822218e-11,0.0,164672.75081384482,243510.63900353765
 ,7057,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,5882.463833896195,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,245696.22439474368,0.0,0.0,421.25795522118136,0.0,165094.008769066,245274.9664395225
 ,7058,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6163.069374491568,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,244915.65818359866,0.0,0.0,0.0,356.04774543450685,164737.96102363148,245271.70592903317
 ,7059,31766.93453357302,21758.174338063713,52271.91923740519,4547.6569736542515,4325.680782915251,0.0,47329.49653940584,36108.39637081476,221.97619073900023,0.0,6385.045565230568,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,242261.73306570566,0.0,0.0,0.0,65.2102097866246,164672.75081384482,242326.9432754923
 ,7060,31766.93453357302,21758.174338063713,51832.815312209306,4509.454932162209,4325.680782915251,0.0,47056.19913457177,35805.07216136794,183.77414924695768,0.0,6568.819714477526,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,240414.39303266245,0.0,0.0,0.0,-1.1817447605273245e-11,164672.75081384482,240414.39303266245
 ,7061,31766.93453357302,21758.174338063713,52239.720182540055,4544.855655880984,4325.680782915251,0.0,47309.455912055884,36086.153907695014,219.1748729657329,0.0,6787.994587443259,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,242183.6764445911,0.0,0.0,0.0,0.0,164672.75081384482,242183.6764445911
 ,7062,31766.93453357302,21758.174338063713,52072.17111828622,4530.2788872909005,4325.680782915251,0.0,47205.17370956243,35970.41436508975,204.5981043756492,0.0,6992.592691818908,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,241455.1479808558,0.0,0.0,0.0,0.0,164672.75081384482,241455.14798085578
 ,7063,31766.93453357302,21758.174338063713,40664.08354042391,3537.77526801688,4325.680782915251,0.0,40104.80281727609,28089.93562805403,0.0,787.9055148983712,6204.687176920537,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,192591.7031631783,0.0,0.0,0.0,-0.0,164672.75081384482,192591.7031631783
 ,7064,31766.93453357302,21758.174338063713,46474.58310764516,4043.2887303651282,4325.680782915251,0.0,43721.24612691545,32103.71251909912,0.0,282.392052550123,5922.295124370414,-0.0,9646.756542392557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,207734.68765939146,0.0,0.0,0.0,-9.190683302126433e-11,164672.75081384482,217381.44420178398
 ,7065,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6202.900664965787,-0.0,117690.42981718919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,226936.61645355864,0.0,99373.1427289864,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7066,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6483.50620556116,-0.0,266732.8183971542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,238462.97750479993,0.0,259941.89236019272,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7067,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,6764.111746156533,-0.0,308213.8715294422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,199122.44046309154,0.0,262082.4084507723,0.0,0.0,164672.75081384482,245253.90354176145
 ,7068,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7044.717286751906,-0.0,320272.31720743293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,209790.1786820733,0.0,284808.5923477448,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7069,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7325.322827347279,-0.0,324613.3576515096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,232114.37232082052,0.0,311473.82643056865,0.0,0.0,164672.75081384482,245253.90354176145
 ,7070,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7605.928367942652,-0.0,325095.6954786292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,239399.65695817396,0.0,319241.4488950417,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7071,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,7886.533908538025,-0.0,308213.8715294422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,242053.58207606696,0.0,305013.55006374774,0.0,0.0,164672.75081384482,245253.90354176145
 ,7072,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8167.139449133398,-0.0,259497.7509903598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,242079.6009497718,0.0,256323.44839837015,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7073,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8447.74498972877,-0.0,109490.68675615553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,245149.8280469422,0.0,93627.39028264044,15008.781884472235,0.0,179681.53269831705,246004.34263598506
 ,7074,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,8728.350530324144,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,240284.29866413827,0.0,0.0,0.0,5231.163029077018,174450.36966924003,245515.4616932153
 ,7075,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9008.956070919518,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,240206.24204302378,0.0,0.0,0.0,5313.327893408061,169137.04177583195,245519.56993643186
 ,7076,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9289.561611514891,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,241975.52545495247,0.0,0.0,0.0,3450.924301904182,165686.11747392776,245426.44975685666
 ,7077,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9570.167152110265,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,244291.20521468265,0.0,0.0,0.0,1013.3666600829326,164672.75081384482,245304.5718747656
 ,7078,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,9850.77269270564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7079,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10131.378233301013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.396654157743,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7080,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10411.983773896387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7081,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10692.58931449176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,0.0,164672.75081384482,245253.90354176145
 ,7082,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,10973.194855087135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7083,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,11253.800395682509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7084,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,11534.405936277883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,0.0,164672.75081384482,245253.90354176145
 ,7085,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,11815.011476873256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7086,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,12095.61701746863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7087,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,12376.222558064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7088,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,12656.828098659378,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7089,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,12937.433639254752,-0.0,2894.026962717767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,4819.423616875503,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7090,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,13218.039179850126,-0.0,12540.783505110323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,14466.180159268066,0.0,0.0,164672.75081384482,245253.90354176145
 ,7091,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,13498.6447204455,-0.0,35210.66137973283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,37136.05803389057,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7092,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,13779.250261040874,-0.0,63186.25535267125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,65111.65200682898,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7093,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,14059.855801636248,-0.0,109490.68675615553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,111416.08341031327,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7094,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,14340.461342231622,-0.0,86820.80888153301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,88746.20553569075,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7095,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,14621.066882826995,-0.0,78621.06582049934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,80546.46247465708,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7096,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,14901.67242342237,-0.0,69938.98493234604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,71864.38158650378,0.0,0.0,164672.75081384482,245253.90354176145
 ,7097,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,15182.277964017743,-0.0,19293.513084785114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,21218.90973894285,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7098,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,15462.883504613117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7099,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,15743.489045208491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,0.0,164672.75081384482,245253.90354176145
 ,7100,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,16024.094585803865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7101,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,16304.700126399239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7102,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,16585.305666994613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7103,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,16865.911207589987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7104,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,17146.51674818536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7105,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,17427.122288780734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,0.0,164672.75081384482,245253.90354176145
 ,7106,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,17707.72782937611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,0.0,0.0,164672.75081384482,245253.90354176145
 ,7107,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,17988.333369971482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7108,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,18268.938910566856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7109,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,18549.54445116223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,1925.3966541577356,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7110,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,18830.149991757604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247101.24357480468,0.0,1847.340033043245,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7111,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,19110.755532352978,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,246450.77173218384,0.0,1196.8681904224031,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7112,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,19391.36107294835,-0.0,75727.03885778158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,246789.0170903467,0.0,77262.15240636683,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7113,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,19671.966613543726,-0.0,218981.37351231105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,247179.30019591918,0.0,220906.77016646878,0.0,0.0,164672.75081384482,245253.90354176145
 ,7114,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,19952.5721541391,-0.0,296155.4258514515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,246971.14920628053,0.0,297872.6715159706,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7115,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,20233.177694734473,-0.0,325095.6954786292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,227326.89955913115,0.0,307168.69149599894,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7116,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,20513.783235329847,-0.0,335224.7898481413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,216529.06697162523,0.0,306499.9532780051,-0.0,0.0,164672.75081384482,245253.90354176145
 ,7117,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,20794.38877592522,-0.0,343906.87073629466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,227873.29590693268,0.0,326526.2631014659,0.0,-0.0,164672.75081384482,245253.90354176145
 ,7118,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,21074.994316520595,-0.0,347283.23552613205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,232946.9762793752,0.0,334976.3082637458,0.0,0.0,164672.75081384482,245253.90354176145
